run_id,run_label,scenario,cluster,round,writer_instance,reader_instance,client_instance,tps,tps_config,writeMaxMs,readMaxMs,result_dir
M4,v17-M4-r7g8xl-tps1280,blue-green,test-v11-3,1,r7g.8xlarge,r7g.2xlarge,c6i.4xlarge,1280,v17-tps1280,4230,4230,e2e-results/v17-M4-r7g8xl-tps1280-blue-green-test-v11-3-r1_20260524_102434
M4,v17-M4-r7g8xl-tps1280,blue-green,test-v11-4,1,r7g.8xlarge,r7g.2xlarge,c6i.4xlarge,1280,v17-tps1280,3330,3330,e2e-results/v17-M4-r7g8xl-tps1280-blue-green-test-v11-4-r1_20260524_102536
M4,v17-M4-r7g8xl-tps1280,blue-green,test-v11-5,1,r7g.8xlarge,r7g.2xlarge,c6i.4xlarge,1280,v17-tps1280,4261,4261,e2e-results/v17-M4-r7g8xl-tps1280-blue-green-test-v11-5-r1_20260524_102535
M4,v17-M4-r7g8xl-tps1280,failover,test-v11-1,1,r7g.8xlarge,r7g.2xlarge,c6i.4xlarge,1280,v17-tps1280,8080,8070,e2e-results/v17-M4-r7g8xl-tps1280-failover-test-v11-1-r1_20260524_102641
M4,v17-M4-r7g8xl-tps1280,failover,test-v11-2,1,r7g.8xlarge,r7g.2xlarge,c6i.4xlarge,1280,v17-tps1280,10880,10860,e2e-results/v17-M4-r7g8xl-tps1280-failover-test-v11-2-r1_20260524_102612
M4,v17-M4-r7g8xl-tps1280,failover,test-v11-3,1,r7g.8xlarge,r7g.2xlarge,c6i.4xlarge,1280,v17-tps1280,7990,7980,e2e-results/v17-M4-r7g8xl-tps1280-failover-test-v11-3-r1_20260524_102741
M4,v17-M4-r7g8xl-tps1280,failover,test-v11-4,1,r7g.8xlarge,r7g.2xlarge,c6i.4xlarge,1280,v17-tps1280,15240,15240,e2e-results/v17-M4-r7g8xl-tps1280-failover-test-v11-4-r1_20260524_102843
M4,v17-M4-r7g8xl-tps1280,failover,test-v11-5,1,r7g.8xlarge,r7g.2xlarge,c6i.4xlarge,1280,v17-tps1280,8140,8109,e2e-results/v17-M4-r7g8xl-tps1280-failover-test-v11-5-r1_20260524_102843
M4,v17-M4-r7g8xl-tps1280,reboot,test-v11-1,1,r7g.8xlarge,r7g.2xlarge,c6i.4xlarge,1280,v17-tps1280,20,10,e2e-results/v17-M4-r7g8xl-tps1280-reboot-test-v11-1-r1_20260524_103650
M4,v17-M4-r7g8xl-tps1280,reboot,test-v11-2,1,r7g.8xlarge,r7g.2xlarge,c6i.4xlarge,1280,v17-tps1280,20,0,e2e-results/v17-M4-r7g8xl-tps1280-reboot-test-v11-2-r1_20260524_103621
M4,v17-M4-r7g8xl-tps1280,reboot,test-v11-3,1,r7g.8xlarge,r7g.2xlarge,c6i.4xlarge,1280,v17-tps1280,24,10,e2e-results/v17-M4-r7g8xl-tps1280-reboot-test-v11-3-r1_20260524_103750
M4,v17-M4-r7g8xl-tps1280,reboot,test-v11-4,1,r7g.8xlarge,r7g.2xlarge,c6i.4xlarge,1280,v17-tps1280,20,0,e2e-results/v17-M4-r7g8xl-tps1280-reboot-test-v11-4-r1_20260524_103852
M4,v17-M4-r7g8xl-tps1280,reboot,test-v11-5,1,r7g.8xlarge,r7g.2xlarge,c6i.4xlarge,1280,v17-tps1280,20,20,e2e-results/v17-M4-r7g8xl-tps1280-reboot-test-v11-5-r1_20260524_103851
T2,v17-T2-r7g8xl-tps2560,blue-green,test-v11-1,1,r7g.8xlarge,r7g.2xlarge,c6i.8xlarge,2560,v17-tps2560,3550,3500,e2e-results/v17-T2-r7g8xl-tps2560-blue-green-test-v11-1-r1_20260524_113442
T2,v17-T2-r7g8xl-tps2560,blue-green,test-v11-2,1,r7g.8xlarge,r7g.2xlarge,c6i.8xlarge,2560,v17-tps2560,3403,3370,e2e-results/v17-T2-r7g8xl-tps2560-blue-green-test-v11-2-r1_20260524_113412
T2,v17-T2-r7g8xl-tps2560,blue-green,test-v11-3,1,r7g.8xlarge,r7g.2xlarge,c6i.8xlarge,2560,v17-tps2560,4490,4500,e2e-results/v17-T2-r7g8xl-tps2560-blue-green-test-v11-3-r1_20260524_113543
T2,v17-T2-r7g8xl-tps2560,blue-green,test-v11-4,1,r7g.8xlarge,r7g.2xlarge,c6i.8xlarge,2560,v17-tps2560,3821,3811,e2e-results/v17-T2-r7g8xl-tps2560-blue-green-test-v11-4-r1_20260524_113512
T2,v17-T2-r7g8xl-tps2560,blue-green,test-v11-5,1,r7g.8xlarge,r7g.2xlarge,c6i.8xlarge,2560,v17-tps2560,4655,4655,e2e-results/v17-T2-r7g8xl-tps2560-blue-green-test-v11-5-r1_20260524_113442
T2,v17-T2-r7g8xl-tps2560,failover,test-v11-1,1,r7g.8xlarge,r7g.2xlarge,c6i.8xlarge,2560,v17-tps2560,8240,8230,e2e-results/v17-T2-r7g8xl-tps2560-failover-test-v11-1-r1_20260524_113750
T2,v17-T2-r7g8xl-tps2560,failover,test-v11-2,1,r7g.8xlarge,r7g.2xlarge,c6i.8xlarge,2560,v17-tps2560,16100,16100,e2e-results/v17-T2-r7g8xl-tps2560-failover-test-v11-2-r1_20260524_113719
T2,v17-T2-r7g8xl-tps2560,failover,test-v11-3,1,r7g.8xlarge,r7g.2xlarge,c6i.8xlarge,2560,v17-tps2560,8390,8390,e2e-results/v17-T2-r7g8xl-tps2560-failover-test-v11-3-r1_20260524_113850
T2,v17-T2-r7g8xl-tps2560,failover,test-v11-4,1,r7g.8xlarge,r7g.2xlarge,c6i.8xlarge,2560,v17-tps2560,11250,11240,e2e-results/v17-T2-r7g8xl-tps2560-failover-test-v11-4-r1_20260524_113819
T2,v17-T2-r7g8xl-tps2560,failover,test-v11-5,1,r7g.8xlarge,r7g.2xlarge,c6i.8xlarge,2560,v17-tps2560,11040,11040,e2e-results/v17-T2-r7g8xl-tps2560-failover-test-v11-5-r1_20260524_113750
T2,v17-T2-r7g8xl-tps2560,reboot,test-v11-1,1,r7g.8xlarge,r7g.2xlarge,c6i.8xlarge,2560,v17-tps2560,10,10,e2e-results/v17-T2-r7g8xl-tps2560-reboot-test-v11-1-r1_20260524_114759
T2,v17-T2-r7g8xl-tps2560,reboot,test-v11-2,1,r7g.8xlarge,r7g.2xlarge,c6i.8xlarge,2560,v17-tps2560,10,10,e2e-results/v17-T2-r7g8xl-tps2560-reboot-test-v11-2-r1_20260524_114728
T2,v17-T2-r7g8xl-tps2560,reboot,test-v11-3,1,r7g.8xlarge,r7g.2xlarge,c6i.8xlarge,2560,v17-tps2560,10,10,e2e-results/v17-T2-r7g8xl-tps2560-reboot-test-v11-3-r1_20260524_114859
T2,v17-T2-r7g8xl-tps2560,reboot,test-v11-4,1,r7g.8xlarge,r7g.2xlarge,c6i.8xlarge,2560,v17-tps2560,10,10,e2e-results/v17-T2-r7g8xl-tps2560-reboot-test-v11-4-r1_20260524_114828
T2,v17-T2-r7g8xl-tps2560,reboot,test-v11-5,1,r7g.8xlarge,r7g.2xlarge,c6i.8xlarge,2560,v17-tps2560,10,0,e2e-results/v17-T2-r7g8xl-tps2560-reboot-test-v11-5-r1_20260524_114759
T3,v17-T3-r7g8xl-tps4000,blue-green,test-v11-1,1,r7g.8xlarge,r7g.2xlarge,c6i.8xlarge,4000,v17-tps4000,3530,3520,e2e-results/v17-T3-r7g8xl-tps4000-blue-green-test-v11-1-r1_20260524_125057
T3,v17-T3-r7g8xl-tps4000,blue-green,test-v11-2,1,r7g.8xlarge,r7g.2xlarge,c6i.8xlarge,4000,v17-tps4000,3690,3690,e2e-results/v17-T3-r7g8xl-tps4000-blue-green-test-v11-2-r1_20260524_124956
T3,v17-T3-r7g8xl-tps4000,blue-green,test-v11-3,1,r7g.8xlarge,r7g.2xlarge,c6i.8xlarge,4000,v17-tps4000,5431,5441,e2e-results/v17-T3-r7g8xl-tps4000-blue-green-test-v11-3-r1_20260524_124857
T3,v17-T3-r7g8xl-tps4000,blue-green,test-v11-4,1,r7g.8xlarge,r7g.2xlarge,c6i.8xlarge,4000,v17-tps4000,3715,3715,e2e-results/v17-T3-r7g8xl-tps4000-blue-green-test-v11-4-r1_20260524_125057
T3,v17-T3-r7g8xl-tps4000,blue-green,test-v11-5,1,r7g.8xlarge,r7g.2xlarge,c6i.8xlarge,4000,v17-tps4000,4530,4530,e2e-results/v17-T3-r7g8xl-tps4000-blue-green-test-v11-5-r1_20260524_125057
T3,v17-T3-r7g8xl-tps4000,failover,test-v11-1,1,r7g.8xlarge,r7g.2xlarge,c6i.8xlarge,4000,v17-tps4000,15990,15980,e2e-results/v17-T3-r7g8xl-tps4000-failover-test-v11-1-r1_20260524_125407
T3,v17-T3-r7g8xl-tps4000,failover,test-v11-2,1,r7g.8xlarge,r7g.2xlarge,c6i.8xlarge,4000,v17-tps4000,12540,12540,e2e-results/v17-T3-r7g8xl-tps4000-failover-test-v11-2-r1_20260524_125303
T3,v17-T3-r7g8xl-tps4000,failover,test-v11-3,1,r7g.8xlarge,r7g.2xlarge,c6i.8xlarge,4000,v17-tps4000,11590,11580,e2e-results/v17-T3-r7g8xl-tps4000-failover-test-v11-3-r1_20260524_125204
T3,v17-T3-r7g8xl-tps4000,failover,test-v11-4,1,r7g.8xlarge,r7g.2xlarge,c6i.8xlarge,4000,v17-tps4000,8620,8610,e2e-results/v17-T3-r7g8xl-tps4000-failover-test-v11-4-r1_20260524_125406
T3,v17-T3-r7g8xl-tps4000,failover,test-v11-5,1,r7g.8xlarge,r7g.2xlarge,c6i.8xlarge,4000,v17-tps4000,10720,10720,e2e-results/v17-T3-r7g8xl-tps4000-failover-test-v11-5-r1_20260524_125406
T3,v17-T3-r7g8xl-tps4000,reboot,test-v11-1,1,r7g.8xlarge,r7g.2xlarge,c6i.8xlarge,4000,v17-tps4000,20,10,e2e-results/v17-T3-r7g8xl-tps4000-reboot-test-v11-1-r1_20260524_130416
T3,v17-T3-r7g8xl-tps4000,reboot,test-v11-2,1,r7g.8xlarge,r7g.2xlarge,c6i.8xlarge,4000,v17-tps4000,30,20,e2e-results/v17-T3-r7g8xl-tps4000-reboot-test-v11-2-r1_20260524_130313
T3,v17-T3-r7g8xl-tps4000,reboot,test-v11-3,1,r7g.8xlarge,r7g.2xlarge,c6i.8xlarge,4000,v17-tps4000,10,1,e2e-results/v17-T3-r7g8xl-tps4000-reboot-test-v11-3-r1_20260524_130213
T3,v17-T3-r7g8xl-tps4000,reboot,test-v11-4,1,r7g.8xlarge,r7g.2xlarge,c6i.8xlarge,4000,v17-tps4000,20,20,e2e-results/v17-T3-r7g8xl-tps4000-reboot-test-v11-4-r1_20260524_130415
T3,v17-T3-r7g8xl-tps4000,reboot,test-v11-5,1,r7g.8xlarge,r7g.2xlarge,c6i.8xlarge,4000,v17-tps4000,20,10,e2e-results/v17-T3-r7g8xl-tps4000-reboot-test-v11-5-r1_20260524_130415
